"rank_top500","rank_top1000","place_id","name","owner","owner_name","designation","acres","eco_id","eco_name","states","facets","veg","footprint","landscape_score","national_rank","ecoregion_rank"
NULL,"400","3216","Ridgefield National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","2684","17026","Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests","WA","10","10","0.358","34.42",6196,5
NULL,"401","5484","Ozark Recreation Area","UNK","Unknown","Recreation Area","17132","17068","Crosstimbers And Southern Tallgrass Prairie","AR","15","15","0.253","33.61",6293,14
"363","402","2618","Glacier Peak I - Mt. Baker National Forest","UFS","US Forest Service","Inventoried Roadless Area","13944","17039","North Cascades","WA","49","20","0.070","65.37",55,11
"364","403","1159","Casto Bluff - Dixie National Forest","UFS","US Forest Service","Inventoried Roadless Area","86013","17047","Utah High Plateaus","UT","74","30","0.034","63.89",72,11
"365","404","2674","Joyce Kilmer-Slickrock Wilderness - Nantahala National Forest","UFS","US Forest Service","National Forest","13581","17021","Southern Blue Ridge","NC, TN","22","11","0.006","61.43",116,7
NULL,"405","1003","Galiuro Wilderness - Coronado National Forest","UFS","US Forest Service","National Forest","77314","17088","Apache Highlands","AZ","32","23","0.002","60.33",153,16
"366","406","3979","Emigrant Wilderness - Stanislaus National Forest","UFS","US Forest Service","National Forest","112536","17043","Sierra Nevada","CA","60","25","0.002","59.87",171,20
"367","407","2314","Santa Cruz - Los Padres National Forest","UFS","US Forest Service","Inventoried Roadless Area","21060","17085","California Central Coast","CA","38","26","0.080","59.78",175,6
NULL,"408","6211","Wilcox Lake Wild Forest","SDC","NYS Department of Environmental Conservation","State Forest","112565","17016","Northern Appalachian / Acadian","NY","17","34","0.036","59.58",188,19
"368","409","860","Apache Kid Wilderness - Cibola National Forest","UFS","US Forest Service","National Forest","44509","17027","Arizona-New Mexico Mountains","NM","50","35","0.006","59.49",193,3
"369","410","3571","South San Juan Wilderness - San Juan National Forest","UFS","US Forest Service","National Forest","71803","17045","Southern Rocky Mountains","CO","48","31","0.011","59.28",206,9
"370","411","2837","Quilcene - Olympic National Forest","UFS","US Forest Service","Inventoried Roadless Area","8813","17041","Pacific Northwest Coast","WA","50","21","0.026","59.06",226,4
"371","412","5454","Mission Mountains Tribal Wilderness","UNK","Unknown",NULL,"91972","17030","Canadian Rocky Mountains","MT","47","32","0.053","58.24",267,6
"372","413","654","Canyonlands National Park","NPS","National Park Service","National Park","334098","17091","Colorado Plateau","UT","44","32","0.002","57.28",346,17
"373","414","2650","Mark O. Hatfield Wilderness - Mt. Hood National Forest","UFS","US Forest Service","National Forest","39492","17049","West Cascades","OR","62","26","0.005","57.15",353,9
"374","415","174","Flaming Gorge - Ashley National Forest","UFS","US Forest Service","National Recreation Area","74575","17048","Utah-Wyoming Rocky Mountains","UT, WY","68","36","0.043","56.83",379,12
"375","416","117","Yuki Wilderness - Arcata Field Office","BLM","Bureau of Land Management","National Public Lands","15501","17029","California North Coast","CA","26","22","0.005","56.28",427,6
"376","417","2242","Bear - Marshall - Scapegoat - Swan - Lolo National Forest","UFS","US Forest Service","Inventoried Roadless Area","117686","17037","Middle Rockies - Blue Mountains","MT","58","35","0.048","55.87",487,21
"377","418","2808","Hungry Ridge - Okanogan National Forest","UFS","US Forest Service","Inventoried Roadless Area","8708","17040","Okanagan","WA","32","24","0.051","54.69",670,10
"378","419","2713","Kingston Range Wilderness - Needles Field Office","BLM","Bureau of Land Management","National Public Lands
","110289","17094","Mojave Desert","CA","34","21","0.001","53.87",840,12
"379","420","3716","Trinity Alps Wilderness - Shasta National Forest","UFS","US Forest Service","National Forest","112918","17035","Klamath Mountains","CA","38","23","0.005","53.82",849,7
NULL,"421","5041","Solana State Forest","SNR","Minnesota Department of Natural Resources","State Resource Management Area","54854","17023","Superior Mixed Forest","MN","16","21","0.049","53.48",924,35
NULL,"422","7794","Flaming Gorge Reservoir National Recreation Area - Ashley National Forest","JNT","Bureau of Reclamation & US Forest Service",NULL,"35723","17097","Wyoming Basins","WY","29","24","0.015","53.01",1042,16
NULL,"423","4117","Arc Dome Wilderness - Toiyabe National Forest","UFS","US Forest Service","National Forest","120458","17093","Great Basin","NV","48","26","0.001","52.56",1181,34
"380","424","7781","Susquehannock State Forest","SNR","PA Bureau of Forestry","State Forest","228485","17010","High Allegheny Plateau","PA","17","20","0.072","52.27",1253,11
"381","425","1199","Dry Valley Rim Wilderness Study Area - Eagle Lake Field Office","BLM","Bureau of Land Management","Wilderness Study Area","92251","17092","Columbia Plateau","CA, NV","64","22","0.004","52.27",1251,21
"382","426","1222","Little Picacho Wilderness - El Centro Field Office","BLM","Bureau of Land Management","National Public Lands
","35456","17095","Sonoran Desert","CA","33","10","0.004","52.08",1299,10
"383","427","1131","Wild and Scenic Rivers - Recreational - Deschutes National Forest","UFS","US Forest Service","Wild and Scenic River","19027","17031","East Cascades - Modoc Plateau","OR","71","37","0.124","51.59",1459,13
NULL,"428","7100","Moshannon State Forest","SNR","PA Bureau of Forestry","State Forest","161311","17006","Central Appalachian Forest","PA","17","24","0.080","51.35",1555,27
NULL,"429","783","Channel Islands National Park","NPS","National Park Service","National Park","67899","17086","California South Coast","CA","17","17","0.006","50.98",1681,18
"384","430","8074","Sault Ste. Marie State Forest Area","SNR","Michigan Department of Natural Resources","State Conservation Area","133936","17009","Great Lakes","MI","19","28","0.047","50.07",2060,11
"385","431","2887","Leatherwood Wilderness - Ozark National Forest","UFS","US Forest Service","National Forest","16631","17018","Ozarks","AR","17","10","0.029","49.77",2195,3
"386","432","6927","Gray Davis Dye Creek Preserve","STA","Other State","State Conservation Area","37309","17087","Great Central Valley","CA","34","19","0.099","49.75",2211,12
NULL,"433","1344","Florida Panther National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","26389","17101","Tropical Florida","FL","7","13","0.118","49.16",2481,9
NULL,"434","2079","Big Hatchet Mountains - Las Cruces District Office","BLM","Bureau of Land Management","Wilderness Study Area","27696","17090","Chihuahuan Desert","NM","21","18","0.012","48.91",2605,11
NULL,"435","65","Bradwell Bay Wilderness - Apalachicola National Forest","UFS","US Forest Service","National Forest","24222","17032","East Gulf Coastal Plain","FL","14","12","0.003","47.92",3062,5
NULL,"436","6933","White Earth State Forest","SNR","Minnesota Department of Natural Resources","State Resource Management Area","4337","17020","Prairie-Forest Border","MN","18","21","0.138","47.89",3077,6
NULL,"437","4927","Atoka Public Hunting Area","SDC","Department of Wildlife Conservation","State Conservation Area","12906","17017","Ouachita Mountains","OK","29","9","0.113","47.23",3390,6
NULL,"438","537","Indian Creek - Buffalo Gap National Grassland","UFS","US Forest Service","Inventoried Roadless Area","24518","17072","Northern Great Plains Steppe","SD","26","17","0.062","46.26",3761,24
NULL,"439","5561","South Cumberland","SDC","Tennessee Department of Environment and Conservation","State Park","17373","17008","Cumberlands And Southern Ridge And Valley","TN","34","7","0.126","45.93",3889,13
NULL,"440","5581","Brasher State Forest","SDC","NYS Department of Environmental Conservation","State Forest","4537","17022","St. Lawrence - Champlain Valley","NY","7","21","0.181","45.71",3971,5
NULL,"441","6059","Alligator River Game Land Dedicated Nature Preserve - Alligator River Game Land","SFW","NC Wildlife Resources Commission",NULL,"13289","17036","Mid-Atlantic Coastal Plain","NC","7","9","0.023","45.56",4035,17
NULL,"442","3468","Salt Plains National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","19917","17065","Central Mixed-Grass Prairie","OK","8","15","0.084","45.51",4049,4
NULL,"443","6538","Hamilton Ridge Wildlife Management Area","SNR","South Carolina Department of Natural Resources","State Conservation Area","13268","17044","South Atlantic Coastal Plain","GA, SC","9","13","0.051","44.87",4245,12
NULL,"444","6094","Pocomoke River Sf","SNR","MD Department of Natural Resources","State Forest","4281","17007","Chesapeake Bay Lowlands","MD","7","9","0.096","44.74",4296,8
NULL,"445","3054","Pisgah State Park - Critria 1 lands","STA","State of New Hampshire - DNCR/DFL + DPR","State Park","4594","17012","Lower New England / Northern Piedmont","NH","15","31","0.160","44.43",4402,8
NULL,"446","7957","Willow-Run State Wildlife Management Area","SNR","Minnesota Department of Natural Resources","State Conservation Area","3372","17073","Northern Tallgrass Prairie","MN","7","12","0.069","43.63",4622,7
NULL,"447","5217","Copan Wildlife Management Area","SDC","Department of Wildlife Conservation","State Conservation Area","15205","17066","Central Shortgrass Prairie","OK","9","18","0.137","43.26",4703,11
NULL,"448","5672","Alexander State Forest Wildlife Management Area","STA","State Department of Agriculture","State Conservation Area","8452","17050","West Gulf Coastal Plain","LA","14","21","0.307","43.07",4753,10
NULL,"449","1988","Lake Alice National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","8482","17069","Dakota Mixed-Grass Prairie","ND","2","6","0.030","42.65",4854,9
NULL,"450","4986","Deer Ridge Conservation Area","UNK","Unknown","State Conservation Area","6037","17067","Central Tallgrass Prairie","MO","18","9","0.156","42.45",4906,3
NULL,"451","7215","Dupuis Reserve","REG","South Florida Water Management District","Local Other","21974","17033","Florida Peninsula","FL","7","12","0.087","42.34",4931,10
NULL,"452","8048","Vinton Furnace State Forest","SNR","Ohio Department of Natural Resources","State Conservation Area","12333","17025","Western Allegheny Plateau","OH","13","5","0.084","41.60",5088,18
NULL,"453","6605","Hill Country State Natural Area","SPR","Texas Parks and Wildlife Department","State Conservation Area","5382","17070","Edwards Plateau","TX","15","9","0.114","41.48",5119,7
NULL,"454","5674","White Lake Wetlands Conservation Area","SFW","State Fish and Wildlife","State Conservation Area","71602","17063","Gulf Coast Prairies And Marshes","LA","9","7","0.053","41.23",5168,4
NULL,"455","5613","Bois D'arc","SFW","State Fish and Wildlife","State Conservation Area","5890","17046","Upper West Gulf Coastal Plain","AR","18","17","0.194","41.21",5172,8
NULL,"456","4069","Tensas River National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","73226","17013","Mississippi River Alluvial Plain","LA","9","8","0.068","40.80",5254,19
NULL,"457","3926","Fort Meade Recreation Area - South Dakota Field Office","BLM","Bureau of Land Management","Area of Critical Environmental Concern","6382","17028","Black Hills","SD","18","14","0.373","40.24",5359,10
NULL,"458","2937","Palo Duro Canyon State Park","SPR","Texas Parks and Wildlife Department","State Park","26959","17075","Southern Shortgrass Prairie","TX","17","17","0.143","39.96",5411,10
NULL,"459","6464","Schell-Osage Conservation Area","UNK","Unknown","State Conservation Area","8653","17074","Osage Plains/Flint Hills Prairie","MO","15","8","0.215","39.21",5531,7
NULL,"460","7551","Tranquility Wildlife Area","SNR","Ohio Department of Natural Resources","State Conservation Area","4469","17015","North Central Tillplain","OH","13","12","0.199","38.61",5621,3
NULL,"461","6141","Center Hill Recreation Area","UNK","Unknown","Recreation Area","33871","17011","Interior Low Plateau","TN","28","7","0.282","38.60",5622,31
NULL,"462","7122","Clark Hill Wildlife Management Area - J. Strom Thurmond Recreation Area","ACE","Unknown & Army Corps of Engineers","State Park","17597","17019","Piedmont","GA","9","6","0.125","37.48",5812,11
NULL,"463","4932","White Oak Wildlife Management Area","SFW","Tennessee Wildlife Resources Agency","State Conservation Area","6491","17024","Upper East Gulf Coastal Plain","TN","11","10","0.167","36.43",5950,19
NULL,"464","5249","Love Valley Wildlife Management Area","SDC","Department of Wildlife Conservation","State Conservation Area","12521","17068","Crosstimbers And Southern Tallgrass Prairie","OK, TX","20","11","0.232","34.64",6166,9
NULL,"465","5138","Egg Island Wildlife Management Area","STA","New Jersey Department of Environmental Protection","Wildlife Management Area","2682","17014","North Atlantic Coast","NJ","1","4","0.128","34.45",6193,10
"387","466","2628","Mount Baker Wilderness - Mt. Baker National Forest","UFS","US Forest Service","National Forest","115839","17039","North Cascades","WA","48","25","0.016","71.61",14,5
"388","467","1318","Signal Peak - Fishlake National Forest","UFS","US Forest Service","Inventoried Roadless Area","30804","17047","Utah High Plateaus","UT","90","37","0.083","67.16",38,5
"389","468","4366","Northern California Chapparral - Ukiah Field Office","BLM","Bureau of Land Management",NULL,"10367","17029","California North Coast","CA","55","24","0.029","62.51",87,4
NULL,"469","1576","AGUA FRIA NM - Hassayampa Field Office","BLM","Bureau of Land Management","National Monument","70880","17088","Apache Highlands","AZ","41","22","0.041","60.79",138,13
